"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GTF3A",0,0.601536177266806,0.598,0.399,0
"UFM1",0,0.579961317335701,0.553,0.349,0
"PCDH9",0,-2.10183268635287,0.08,0.399,0
"DNAJC3",0,0.735975304353188,0.673,0.477,0
"FLT3",0,0.788265417277264,0.246,0.083,0
"GAS6",0,1.0222240064535,0.251,0.04,0
"KCTD12",0,0.71851197008494,0.321,0.139,0
"RPL21",0,1.03403010324261,0.925,0.859,0
"ATP11A",0,0.578200770307333,0.445,0.241,0
"COMMD6",0,0.544734274284324,0.775,0.575,0
"TPTE2",0,1.18113991446183,0.141,0.018,0
"POMP",0,0.745090545138863,0.737,0.486,0
"SAP18",0,0.560335440423998,0.686,0.477,0
"STARD13",0,0.446769906929551,0.138,0.025,0
"TPT1",0,0.733743520383269,0.976,0.986,0
"JDP2",0,0.768958477840241,0.326,0.081,0
"RTRAF",0,0.488853807619381,0.585,0.377,0
"SLIRP",0,0.492267714686846,0.565,0.362,0
"ATP5MJ",0,0.75692678408172,0.73,0.493,0
"NPC2",0,1.26009577259278,0.629,0.304,0
"RNASE6",0,0.497819456866382,0.258,0.079,0
"CLMN",0,0.560539625445365,0.265,0.083,0
"PSME2",0,0.751418158057492,0.684,0.459,0
"TSHR",0,0.572064340703842,0.117,0.022,0
"FLVCR2",0,0.752198138559166,0.265,0.087,0
"NDUFB1",0,0.644427974233921,0.691,0.483,0
"MRPL52",0,0.743174883717426,0.594,0.344,0
"DPF3",0,-0.887445074109857,0.106,0.322,0
"IFI27L2",0,0.641238592224005,0.473,0.22,0
"STXBP6",0,1.4078778921098,0.131,0.023,0
"HSP90AA1",0,1.64206120114943,0.893,0.751,0
"SLC7A7",0,1.1430676503526,0.413,0.141,0
"RPS29",0,0.642585452228867,0.93,0.902,0
"RPL36AL",0,1.23085439725769,0.843,0.642,0
"CDC42BPB",0,0.365220706680596,0.236,0.078,0
"WARS1",0,0.855643605168244,0.48,0.218,0
"EIF5",0,0.955487492888785,0.728,0.537,0
"THBS1",0,1.45761566423095,0.209,0.065,0
"EIF2AK4",0,0.909265931213741,0.415,0.215,0
"FMN1",0,1.82241723992034,0.346,0.136,0
"COX5A",0,0.66027917142754,0.631,0.422,0
"ATP8B4",0,-1.01290265257388,0.343,0.616,0
"SCAMP5",0,0.425496787085284,0.153,0.017,0
"SRP14",0,0.727241258749091,0.834,0.656,0
"EID1",0,0.619837747781734,0.665,0.454,0
"MORF4L1",0,0.490791916402496,0.786,0.615,0
"LRRK1",0,0.999801746456941,0.415,0.153,0
"AKAP13",0,0.8062614946806,0.876,0.739,0
"ANXA2",0,1.36310994211051,0.593,0.23,0
"RPLP1",0,0.827552087789971,0.947,0.949,0
"SELENOS",0,1.05446479147769,0.571,0.375,0
"CTSH",0,1.01879954393885,0.528,0.289,0
"SERF2",0,1.07771381925359,0.896,0.763,0
"LINGO1",0,-0.498084966839313,0.107,0.38,0
"PPIB",0,1.26704845124412,0.747,0.517,0
"IDH2",0,0.587003801319207,0.453,0.242,0
"RPL4",0,0.758410963247738,0.849,0.673,0
"PDIA3",0,0.5884338825209,0.768,0.59,0
"RPS27L",0,0.83707507447449,0.604,0.38,0
"RPS17",0,0.715127166035535,0.786,0.548,0
"PKM",0,0.656068932904444,0.671,0.482,0
"GOLGA8A",0,-0.769689187758185,0.137,0.344,0
"B2M",0,0.854350471471446,0.995,0.999,0
"RPS15A",0,0.848596489111796,0.915,0.858,0
"QPRT",0,0.349830809361783,0.176,0.049,0
"MLKL",0,0.522054992619681,0.29,0.111,0
"BCKDK",0,0.333580630068774,0.28,0.103,0
"PYCARD",0,0.729153907040534,0.515,0.298,0
"MT2A",0,1.51337988172907,0.472,0.273,0
"TUFM",0,0.562354609687588,0.506,0.296,0
"NDUFAB1",0,0.573515352223732,0.534,0.333,0
"RPL13",0,0.923270031312148,0.931,0.911,0
"TCF25",0,0.565182968492756,0.748,0.549,0
"HERPUD1",0,1.97262227562749,0.612,0.436,0
"TMEM208",0,0.613022364262163,0.406,0.194,0
"CDH1",0,0.383994024746527,0.157,0.032,0
"ITPRIPL2",0,0.382804616898998,0.249,0.076,0
"PRKCB",0,0.886590494155162,0.786,0.638,0
"PSMD7",0,0.559293171776014,0.582,0.353,0
"ELOB",0,0.819597307865247,0.787,0.56,0
"NDUFB10",0,0.709880681472763,0.573,0.361,0
"RPS2",0,1.19752838528038,0.925,0.846,0
"TMEM219",0,0.498165606884292,0.506,0.284,0
"HSBP1",0,0.523332710567295,0.544,0.341,0
"CYBA",0,1.81728658370283,0.91,0.763,0
"APRT",0,0.617399445054572,0.675,0.48,0
"COX4I1",0,0.816128315575778,0.841,0.646,0
"TNFRSF17",0,0.636899798024859,0.149,0.016,0
"BOLA2-SMG1P6",0,0.317451535226571,0.282,0.11,0
"P2RX1",0,0.697361390847719,0.304,0.102,0
"TXNDC17",0,0.478298379415328,0.456,0.244,0
"RPL23",0,0.802067747560145,0.877,0.735,0
"SNF8",0,0.397032002795704,0.486,0.277,0
"ATP5MC1",0,0.578109277718638,0.495,0.283,0
"VMP1",0,0.769456026528848,0.795,0.657,0
"CD68",0,0.64638437928461,0.382,0.176,0
"SAT2",0,0.556571114449449,0.448,0.199,0
"SLC35B1",0,0.442378620617707,0.302,0.127,0
"NDUFAF8",0,0.459007421273245,0.429,0.236,0
"RPL27",0,0.841795947824111,0.885,0.745,0
"TMEM256",0,0.659567356025924,0.458,0.253,0
"PER1",0,0.426088946279957,0.308,0.121,0
"RPL26",0,0.997528104983455,0.919,0.84,0
"EIF5A",0,0.661925795587628,0.651,0.434,0
"H3-3B",0,0.913631803982071,0.945,0.868,0
"RPL23A",0,0.868094674317808,0.902,0.803,0
"SUMO2",0,0.623578703809575,0.794,0.594,0
"GRB2",0,0.575915264704061,0.833,0.711,0
"RPL19",0,1.00279933551499,0.919,0.859,0
"PSMB6",0,0.625263256869105,0.539,0.309,0
"ARHGDIA",0,0.550585806124006,0.626,0.424,0
"ANAPC11",0,0.525681884340306,0.54,0.334,0
"ACTG1",0,0.820288270440083,0.902,0.813,0
"P4HB",0,0.961000431919686,0.684,0.432,0
"LRRC59",0,0.413535626927297,0.352,0.155,0
"GRN",0,0.83920445385848,0.564,0.341,0
"ATP5PD",0,0.614936853500311,0.627,0.384,0
"GABARAP",0,0.62147016162729,0.602,0.364,0
"SLFN11",0,0.32525246745659,0.249,0.092,0
"EIF1",0,1.07148174782554,0.936,0.889,0
"RPL38",0,0.79823172239598,0.894,0.769,0
"UBB",0,0.939803902725385,0.839,0.657,0
"DNAJC7",0,0.466027975591845,0.626,0.406,0
"PSMB3",0,0.568576274422128,0.664,0.434,0
"TANC2",0,-1.08771154489419,0.4,0.623,0
"SOCS3",0,0.955805539448236,0.402,0.221,0
"ATP6V0A1",0,0.478331341766153,0.346,0.147,0
"CD300E",0,0.921952508617721,0.32,0.101,0
"RAB31",0,1.36106965565361,0.507,0.213,0
"NDUFV2",0,0.663556657068155,0.699,0.481,0
"DCC",0,2.8199633053611,0.106,0.008,0
"SEC11C",0,1.82613564214042,0.475,0.265,0
"PTPN2",0,1.08937602674437,0.734,0.482,0
"CNDP2",0,0.650015182411248,0.49,0.276,0
"PTPRM",0,0.649686895590695,0.212,0.062,0
"TUBB6",0,0.481823613015993,0.243,0.067,0
"EMILIN2",0,1.18034286201329,0.435,0.156,0
"EPB41L3",0,0.999700225368028,0.318,0.087,0
"SLC66A2",0,0.331198500387671,0.368,0.176,0
"RPL17",0,0.893126304294131,0.837,0.626,0
"TXNL4A",0,0.520530120929649,0.551,0.324,0
"LMAN1",0,1.07243191235454,0.461,0.266,0
"DSTN",0,0.573442281573338,0.556,0.351,0
"TOX2",0,-1.44422090708185,0.09,0.411,0
"PSMA7",0,0.650560212697101,0.79,0.593,0
"CST3",0,1.45099765129284,0.573,0.315,0
"PMEPA1",0,0.417881507700215,0.229,0.07,0
"EIF2S2",0,0.67095000425596,0.701,0.474,0
"RPS21",0,0.900069013637807,0.909,0.825,0
"ATP5F1E",0,0.983993769541643,0.926,0.824,0
"PPDPF",0,0.717055837853928,0.723,0.468,0
"PLTP",0,0.290484774210633,0.105,0.016,0
"FKBP1A",0,0.702740419439473,0.622,0.409,0
"CTSZ",0,0.850533894828163,0.614,0.364,0
"TOP1",0,0.617232160516605,0.773,0.6,0
"ROMO1",0,0.540545640940456,0.603,0.397,0
"MAFB",0,1.21049112847948,0.29,0.091,0
"COL9A3",0,0.345574120770342,0.137,0.013,0
"RIN2",0,2.08119311877056,0.393,0.105,0
"SCAND1",0,0.57880585170848,0.527,0.283,0
"GNAS",0,0.746557800119259,0.849,0.7,0
"PTPN1",0,1.21201111934113,0.743,0.494,0
"SRC",0,0.51742434928641,0.319,0.146,0
"RRBP1",0,1.00902188098364,0.583,0.32,0
"SPAG4",0,0.442560816002557,0.127,0.01,0
"CD40",0,0.30363204108171,0.256,0.086,0
"ADA",0,0.846016622894486,0.368,0.137,0
"HM13",0,0.650347023196738,0.632,0.445,0
"YWHAB",0,0.599178949754296,0.825,0.642,0
"PI3",0,-2.09102828601967,0.02,0.354,0
"RPN2",0,1.20665672021427,0.643,0.402,0
"CNN2",0,0.467458619363838,0.498,0.282,0
"JSRP1",0,0.497811033482861,0.108,0.008,0
"GNG7",0,0.890684396062966,0.353,0.138,0
"INSR",0,1.62643802750686,0.433,0.123,0
"MYDGF",0,1.09435757855361,0.561,0.307,0
"ADGRE2",0,1.21623155582387,0.444,0.227,0
"NDUFA13",0,0.868684762680787,0.712,0.474,0
"UQCRFS1",0,0.556539628839913,0.541,0.302,0
"RPS16",0,1.03227457998345,0.904,0.802,0
"NOP53",0,0.598908111472456,0.706,0.515,0
"FTL",0,1.83901004747134,0.955,0.92,0
"RAD23A",0,0.4727687732049,0.524,0.309,0
"GADD45GIP1",0,0.526570044740072,0.486,0.279,0
"RPL28",0,0.989043856269849,0.94,0.909,0
"EIF3G",0,0.509800081175061,0.674,0.464,0
"UBL5",0,0.732014832518524,0.795,0.617,0
"RPS15",0,1.0463753938177,0.908,0.823,0
"NDUFA7",0,0.430845572637576,0.377,0.168,0
"RPS28",0,1.05342229048397,0.933,0.891,0
"KDELR1",0,0.771324519518411,0.491,0.235,0
"RPL18",0,1.03780798481738,0.899,0.797,0
"RPS11",0,0.919100962525229,0.909,0.805,0
"FCGRT",0,0.831996957647769,0.491,0.174,0
"TIMM13",0,0.475383638941015,0.452,0.229,0
"TECR",0,0.613501610875877,0.426,0.229,0
"NDUFB7",0,0.670785182980688,0.578,0.368,0
"RETN",0,0.859840191665677,0.202,0.035,0
"RPL13A",0,0.821573730560925,0.916,0.837,0
"TRIR",0,0.489814237053462,0.739,0.543,0
"COPE",0,0.914819807189052,0.684,0.452,0
"C19orf38",0,0.295791654267336,0.23,0.074,0
"EIF3K",0,0.811318369229966,0.781,0.535,0
"CALR",0,0.819068151168857,0.711,0.513,0
"BSG",0,0.638639560099965,0.556,0.329,0
"ALKBH7",0,0.664763644240031,0.475,0.24,0
"C19orf53",0,0.579077946385363,0.63,0.415,0
"SPINT2",0,0.690071466890549,0.456,0.26,0
"RPS9",0,1.14682033130279,0.931,0.851,0
"LILRB2",0,1.09822787528603,0.383,0.18,0
"ARHGEF18",0,0.951387333721679,0.512,0.317,0
"NECTIN2",0,0.499776976648137,0.296,0.12,0
"UBA52",0,0.986511466341373,0.909,0.819,0
"ATP5F1D",0,0.77802294249833,0.693,0.464,0
"LILRA5",0,0.962056842160783,0.297,0.098,0
"RPL36",0,1.00155088874466,0.904,0.805,0
"NDUFA11",0,0.783836637711948,0.653,0.407,0
"EEF2",0,0.88284957022892,0.83,0.635,0
"MAP2K2",0,0.476680448700836,0.597,0.389,0
"ATF5",0,0.828410128814633,0.344,0.145,0
"EBI3",0,0.816355951432728,0.214,0.049,0
"POU2F2",0,0.937212752844857,0.567,0.301,0
"OVOL3",0,0.490106489097688,0.118,0.003,0
"LILRA1",0,0.603891735482355,0.266,0.086,0
"LILRB1",0,1.5249254331778,0.51,0.21,0
"LILRB4",0,0.748782575088401,0.315,0.082,0
"PDCD5",0,0.463639399480351,0.47,0.265,0
"COX6B1",0,0.880918196245289,0.785,0.552,0
"CFD",0,0.603210647530022,0.271,0.1,0
"RPL18A",0,1.06268212077937,0.911,0.833,0
"UQCR11",0,0.811981480038928,0.762,0.556,0
"OAZ1",0,1.01825754660161,0.893,0.751,0
"STXBP2",0,0.637494688702924,0.464,0.269,0
"RPS19",0,1.12664066909863,0.929,0.87,0
"RABAC1",0,1.29742571063414,0.576,0.313,0
"EMP3",0,0.908058534110841,0.755,0.534,0
"PSMD8",0,0.721358996170215,0.63,0.385,0
"BLVRB",0,0.651669221982661,0.434,0.174,0
"A1BG",0,0.619503631688293,0.406,0.161,0
"RPS5",0,1.01246567156752,0.87,0.727,0
"TMEM147",0,0.511195130526294,0.404,0.208,0
"GPX4",0,0.681145792817899,0.707,0.518,0
"AP2S1",0,0.649104962944976,0.588,0.344,0
"RPL3",0,1.10484862807963,0.909,0.849,0
"NDUFA6",0,0.505224657303686,0.503,0.288,0
"CRELD2",0,0.789024646761979,0.348,0.17,0
"PARVB",0,0.965673446237363,0.513,0.217,0
"SNU13",0,0.609791950797706,0.622,0.403,0
"COMT",0,0.438588411308815,0.491,0.281,0
"SDF2L1",0,1.34628547230845,0.453,0.228,0
"UQCR10",0,0.674737189908429,0.7,0.5,0
"DERL3",0,1.97735982652346,0.239,0.039,0
"MIF",0,1.00858372734352,0.692,0.519,0
"PLXNB2",0,0.420627668078193,0.312,0.12,0
"EIF3L",0,0.510399881664611,0.687,0.466,0
"TYMP",0,1.47400418392023,0.669,0.458,0
"ODF3B",0,0.295681813076967,0.242,0.083,0
"ATF4",0,0.636293017130089,0.544,0.346,0
"GRK3",0,0.923078037714759,0.545,0.337,0
"ARFGAP3",0,0.914641166992725,0.624,0.394,0
"RBFOX2",0,0.415451249773291,0.453,0.246,0
"UBE2L3",0,0.518971517927041,0.673,0.444,0
"ADA2",0,0.588044619863968,0.517,0.288,0
"CHCHD10",0,0.602237402477878,0.462,0.227,0
"IL2RB",0,-0.741957217412939,0.189,0.455,0
"LGALS1",0,2.02517523834884,0.662,0.257,0
"LGALS2",0,0.975655037220257,0.277,0.084,0
"RBX1",0,0.611972556444295,0.676,0.467,0
"IGLL5",0,6.32350734234439,0.737,0.168,0
"DDT",0,0.604511449977714,0.616,0.369,0
"XBP1",0,2.41469573387576,0.631,0.419,0
"SELENOM",0,1.34926198770923,0.211,0.048,0
"USP16",0,0.576982743326339,0.621,0.366,0
"CCT8",0,0.873533944512228,0.685,0.39,0
"MORC3",0,0.463742009673769,0.659,0.45,0
"ITSN1",0,0.820792511566236,0.249,0.071,0
"ATP5PO",0,1.00961077855371,0.686,0.366,0
"BACH1",0,1.49414793798592,0.799,0.558,0
"ETS2",0,1.39804913710913,0.494,0.28,0
"RUNX1",0,1.20337653782003,0.708,0.411,0
"BTG3",0,0.558577814751458,0.362,0.122,0
"SUMO3",0,0.735169971124228,0.546,0.26,0
"SAMSN1",0,1.40043221831903,0.821,0.694,0
"PDXK",0,0.992797071541461,0.605,0.308,0
"CSTB",0,1.38481153883005,0.798,0.535,0
"AGPAT3",0,0.684744587045722,0.53,0.26,0
"TRAPPC10",0,0.493041063620819,0.704,0.492,0
"U2AF1",0,0.70888036363675,0.767,0.524,0
"NDUFV3",0,0.765537776452001,0.565,0.287,0
"PIGP",0,0.449612360825485,0.314,0.121,0
"HSPA13",0,0.558118030544351,0.358,0.165,0
"HMGN1",0,0.650198748637743,0.77,0.581,0
"SIK1",0,0.588309532773774,0.246,0.051,0
"PFKL",0,0.581118881069909,0.474,0.206,0
"CFAP410",0,0.316136082168267,0.264,0.092,0
"UBE2G2",0,0.527362286968404,0.579,0.344,0
"PTTG1IP",0,0.782330061868734,0.595,0.335,0
"ATP5PF",0,1.14883569701101,0.749,0.478,0
"LSS",0,0.496039612252666,0.266,0.104,0
"SOD1",0,0.6923552543471,0.63,0.399,0
"YBEY",0,0.346354236420164,0.327,0.131,0
"IFNGR2",0,1.10805129245102,0.724,0.493,0
"TTC3",0,0.741611453453573,0.687,0.479,0
"ITGB2",0,1.20939219924833,0.642,0.381,0
"IFNAR2",0,0.529995354841863,0.511,0.306,0
"IFNAR1",0,0.76718316077269,0.691,0.422,0
"SON",0,0.857088689838261,0.88,0.71,0
"MT-ND1",0,0.809418657568001,0.964,0.935,0
"MT-ND2",0,0.770818774950142,0.952,0.91,0
"MT-CO1",0,0.764850621876652,0.964,0.973,0
"MT-CO2",0,1.1635893845053,0.979,0.978,0
"MT-ATP6",0,0.999968808996075,0.978,0.979,0
"MT-CO3",0,0.77459602883522,0.971,0.98,0
"MT-ND3",0,0.914475745479585,0.973,0.961,0
"MT-ND4L",0,0.398636681066995,0.813,0.623,0
"MT-ND4",0,1.06122556848941,0.961,0.943,0
"MT-ND5",0,0.71066518432287,0.921,0.81,0
"MT-CYB",0,0.932890072055792,0.962,0.945,0
"MRPL41",7.54125322834616e-308,0.446636267853808,0.466,0.268,1.32243416612278e-303
"NEDD8",9.60309905846286e-308,0.494461476922069,0.662,0.471,1.68399945089205e-303
"RAB37",1.19861605045554e-307,-0.742203211464683,0.19,0.401,2.10189310607883e-303
"SF3B2",1.33848834543784e-307,0.398192213698814,0.617,0.404,2.34717316255979e-303
"PLP2",4.84473837464903e-307,0.571684656952964,0.559,0.365,8.49573321378453e-303
"FDPS",7.74249072787727e-307,0.542751311895827,0.507,0.308,1.35772317404056e-302
"TMED10",9.17755731556942e-307,0.850522790459147,0.665,0.49,1.60937645085825e-302
"SYNGR2",1.45361199387044e-306,0.474471092189726,0.431,0.236,2.5490539924512e-302
"STARD5",2.35811480962883e-306,0.317369301188164,0.144,0.034,4.13519013016511e-302
"KCNN4",5.99453286858997e-306,0.287515950703088,0.168,0.046,1.05120128383594e-301
"PTRHD1",6.16513325862768e-306,0.335213549832036,0.327,0.147,1.08111776823295e-301
"AP1S2",7.05551056814144e-306,0.540011599318658,0.557,0.361,1.23725433322928e-301
"METTL9",1.33203848658764e-305,0.518205418367291,0.653,0.462,2.33586269008008e-301
"SMIM26",1.38825514072852e-305,0.489876292000631,0.506,0.31,2.43444421478153e-301
"STAT2",1.41227232911679e-305,0.419208179918379,0.478,0.274,2.47656075633921e-301
"TSPO",1.52123992204633e-305,0.613708904769527,0.685,0.497,2.66764632730045e-301
"CD200R1",1.97736277716822e-305,-0.931946678501201,0.181,0.395,3.46750336604219e-301
"NDUFS7",3.84015369643832e-305,0.422135293125945,0.455,0.258,6.73409352207423e-301
"TIMM17A",1.80317688541381e-304,0.381748989010492,0.394,0.203,3.16205098626166e-300
"CD7",2.63858925476652e-304,-0.555559000995897,0.285,0.546,4.62703011715857e-300
"ZEB2",4.01906123990062e-304,1.16946115449385,0.69,0.568,7.04782579028972e-300
"CARD16",5.18619949540269e-304,0.612118148945931,0.571,0.381,9.09451943513816e-300
"TMEM205",1.05525959160816e-302,0.356700073578127,0.317,0.145,1.85050321984408e-298
"APOE",2.37849649808015e-302,0.539506620580684,0.113,0.02,4.17093145903335e-298
"CHPF",3.33721794106344e-302,0.374633937367096,0.154,0.04,5.85214538144885e-298
"ACTR2",4.08362136147688e-302,0.57909677135946,0.855,0.74,7.16103841948586e-298
"KCNE1",2.63295929594415e-301,0.408115797441312,0.173,0.05,4.61715742136766e-297
"VAMP8",2.68204886328377e-301,0.666262193512844,0.694,0.513,4.70324088665442e-297
"CALM2",1.58048596926976e-300,0.730215756015759,0.777,0.645,2.77154019571146e-296
"ZNRF2",6.00901220793134e-300,0.675792664295976,0.576,0.379,1.05374038078284e-295
"RAC1",7.05415372427422e-300,0.588280361535863,0.774,0.63,1.23701639708873e-295
"NOPCHAP1",7.62516252069073e-300,0.652406887898027,0.325,0.156,1.33714849962833e-295
"SELENOT",1.31592441003924e-299,0.468971577004353,0.644,0.451,2.3076050454448e-295
"ATP6AP2",3.67765418452087e-299,0.446756221601825,0.597,0.397,6.4491343779758e-295
"SNX29",1.6608912758487e-298,0.436632455158495,0.624,0.432,2.91253894132829e-294
"PTGDR",1.68873944871093e-298,-0.690755912432959,0.176,0.384,2.96137349725949e-294
"CD53",2.22370771101898e-298,0.407164224566508,0.865,0.75,3.89949384204288e-294
"YBX3",2.27103291118885e-298,0.625015909743714,0.353,0.174,3.98248331306077e-294
"EMC7",2.68382796809322e-298,0.47799593391482,0.43,0.244,4.70636072484827e-294
"RWDD1",5.39157567557318e-298,0.547686806425,0.551,0.353,9.45466710468512e-294
"GATD3",8.40400058536101e-298,0.345741474094771,0.346,0.167,1.47372554264891e-293
"NSA2",2.28462879119402e-297,0.456902419513349,0.7,0.494,4.00632504823784e-293
"MRPL20",2.64618553516874e-297,0.50119848079356,0.604,0.411,4.6403509544719e-293
"MRPL57",2.83302568365223e-297,0.492886125011126,0.524,0.328,4.96799383885256e-293
"ATF6",3.58723740853932e-297,0.90950633754673,0.675,0.491,6.29057951961454e-293
"KLF13",5.15897913620135e-297,0.620680161327533,0.634,0.453,9.04678581324269e-293
"PAIP2",3.02194644823786e-296,0.425753982247711,0.703,0.509,5.29928529162992e-292
"PPT1",3.98526919817565e-296,0.568235833008165,0.442,0.255,6.98856806592082e-292
"GPAT4",5.02756133483709e-296,0.406467265065078,0.369,0.185,8.81633155677032e-292
"HLA-DPB1",7.04645166157618e-296,0.991730482640791,0.574,0.414,1.235665763374e-291
"LAMTOR2",7.59044591387671e-296,0.434846340867007,0.455,0.262,1.33106059545742e-291
"SIGLEC14",1.30758598501233e-295,0.512717946211623,0.307,0.142,2.29298278331761e-291
"ERLEC1",2.70095124889086e-295,0.964498743715408,0.461,0.278,4.73638811005501e-291
"MRPL21",4.16300284555775e-295,0.35720743735778,0.378,0.193,7.30024178997007e-291
"ARL6IP5",4.3722332484091e-295,0.575177609282552,0.751,0.572,7.66714822441019e-291
"ST14",7.20872232581231e-295,0.29753423275224,0.184,0.056,1.26412154705445e-290
"TMEM50A",7.22494889727343e-295,0.432300434164722,0.666,0.47,1.26696703862587e-290
"FTH1",7.69837225483134e-295,1.41506853887231,0.981,0.981,1.34998655860722e-290
"ACADVL",8.41986178133883e-295,0.396616849681847,0.402,0.215,1.47650696197558e-290
"ERGIC3",4.94756657835586e-294,0.495003807827342,0.436,0.246,8.67605275180484e-290
"AUP1",7.07118648784195e-294,0.448669407943947,0.405,0.221,1.24000326250796e-289
"RAN",2.29035702321875e-293,0.513722654245767,0.673,0.476,4.0163700759164e-289
"SHTN1",2.77336470936819e-293,0.46683076960646,0.268,0.109,4.86337235434805e-289
"TNFRSF21",3.13831655627492e-293,0.560044033049384,0.154,0.041,5.5033519130837e-289
"KLHL6",5.25378170680815e-293,0.69870209265911,0.583,0.398,9.21303160105877e-289
"TCF7",8.05480014296039e-293,-0.728507191883448,0.264,0.488,1.41248975306953e-288
"EIF3D",8.61801077661781e-293,0.434594423441282,0.615,0.412,1.5112543697877e-288
"CAPZB",1.21995930929966e-292,0.465142940609145,0.806,0.64,2.13932064478789e-288
"TSC22D3",2.23980338903439e-292,1.36524342895242,0.725,0.621,3.92771922301071e-288
"PRPF40A",4.40503611668499e-292,0.411224235623184,0.686,0.486,7.72467133421879e-288
"GOLGA4",6.1004595061419e-292,0.517600970936861,0.733,0.539,1.06977657899704e-287
"UBXN1",9.18431518088987e-292,0.452827288562277,0.622,0.423,1.61056151012085e-287
"NUDT16",2.98921083812014e-291,0.427725908134375,0.288,0.128,5.24188012572747e-287
"ETFB",5.35921059718535e-291,0.442554831315228,0.449,0.258,9.39791170322423e-287
"SEC31A",6.30001004494570e-291,0.522637434076352,0.721,0.544,1.10476976148168e-286
"SH3BGRL",1.90669087020311e-290,0.412102132241996,0.747,0.562,3.34357310998817e-286
"CD93",2.39597573800683e-290,0.619616217985239,0.344,0.17,4.20158305416878e-286
"PAXBP1",2.75618242393623e-290,0.436838507001634,0.513,0.308,4.83324149861457e-286
"C11orf58",3.32538881965769e-290,0.445011562472995,0.729,0.533,5.83140183415172e-286
"MDH2",3.84563885466195e-290,0.430475754866165,0.503,0.307,6.74371229553519e-286
"PDIA4",5.07413786332283e-290,0.605115505801856,0.435,0.254,8.89800815712292e-286
"NCOA4",8.27093628543415e-290,0.503713203703266,0.544,0.352,1.45039138701373e-285
"LSM7",1.79338340991395e-289,0.469313514742552,0.597,0.397,3.1448771476251e-285
"CDKN1C",1.92343411963598e-289,0.379181964346047,0.106,0.018,3.37293407219365e-285
"MLEC",2.8047912459478e-289,0.566989243708432,0.504,0.317,4.91848192889406e-285
"KLF4",6.95757282299192e-289,0.419579440837401,0.222,0.08,1.22007997023986e-284
"GNPTAB",2.64813114836132e-288,0.398283310633097,0.573,0.365,4.64376278176641e-284
"PSME1",4.40048907375701e-288,0.50315061596473,0.769,0.605,7.71669763974029e-284
"TMEM39A",4.51808021676775e-288,0.526453564816659,0.375,0.196,7.92290546812392e-284
"CLEC4D",5.29093246742258e-288,0.306999402156888,0.182,0.056,9.27817917487223e-284
"MAP3K20",1.57495557901644e-287,0.463833222335812,0.327,0.152,2.76184210336322e-283
"MRPS21",2.18610134398909e-287,0.496700107785778,0.572,0.38,3.83354731681928e-283
"SNRPB",7.48040123788488e-287,0.474877573773026,0.637,0.438,1.31176316107549e-282
"AK4",1.25671185926599e-286,0.554348579546802,0.158,0.044,2.20376991640884e-282
"MAGT1",1.43389395673919e-286,0.400430139588361,0.539,0.332,2.51447644253785e-282
"LAMTOR1",1.65782259683034e-286,0.467541950684915,0.546,0.355,2.90715770580169e-282
"APOBEC3A",3.18329671024636e-286,0.945412919218276,0.24,0.098,5.58222911108801e-282
"ATP2C1",3.20339692450653e-286,0.711329180966573,0.584,0.391,5.61747684681466e-282
"PLCL1",4.07243952133411e-286,0.682521487552034,0.259,0.106,7.14142994461149e-282
"PPARGC1B",5.55147423989101e-286,0.41912583121292,0.189,0.06,9.73506522707287e-282
"PLAU",9.78670049251319e-286,-0.652071872520133,0.068,0.25,1.71619579836711e-281
"SEL1L",2.57316931449732e-285,0.899015092580617,0.548,0.368,4.5123097099025e-281
"HINT1",3.41075493471305e-285,0.653289662651172,0.748,0.595,5.9810998535128e-281
"ATXN7L1",1.12658901965734e-284,0.388059879275493,0.322,0.148,1.97558650487112e-280
"KIT",1.67628448952971e-284,-0.444957679523069,0.173,0.395,2.93953248083931e-280
"CAPNS1",2.0288469742169e-284,0.470478674370911,0.56,0.363,3.55778605398675e-280
"OSTC",2.07375712846943e-284,0.623613276830531,0.595,0.417,3.636540500484e-280
"RRAS",3.26826500703775e-284,0.281519918300913,0.206,0.072,5.7312295163414e-280
"EIF4A1",1.04632612784367e-283,0.414693368930637,0.491,0.297,1.83483749778667e-279
"XRCC6",3.19878717870066e-283,0.410316883244529,0.639,0.437,5.60939319656948e-279
"ABCB1",3.97621169161314e-283,-0.695758879584141,0.156,0.355,6.97268482241279e-279
"LMNA",4.12148069311559e-283,0.504944733238693,0.233,0.089,7.22742854344749e-279
"SELENOF",4.65079088829039e-283,0.455338252944711,0.684,0.494,8.15562690170603e-279
"NDUFB5",4.89446156604316e-283,0.398483094479982,0.439,0.25,8.58292780221329e-279
